
Crout Comp
Parallel LU , 1
Parallel MULT , 1
ROW_SIZE, 32
Err , RUN_COUNT
92 , 100
Run , LU_TIME, MULT_TIME, MoE
0 , 0.001838 , 0.000664 , 13.081357
1 , 0.001655 , 0.000752 , 0.000000
2 , 0.001574 , 0.000467 , 6.477291
3 , 0.001452 , 0.000610 , 0.000000
4 , 0.001388 , 0.000488 , 2.309426
5 , 0.001547 , 0.000727 , 0.000000
6 , 0.001754 , 0.000665 , 0.000000
7 , 0.001737 , 0.000704 , 0.000000
8 , 0.001699 , 0.000587 , 0.000000
9 , 0.001454 , 0.000524 , 0.000000
10 , 0.001322 , 0.000510 , 0.157867
11 , 0.001256 , 0.000448 , 0.274021
12 , 0.001104 , 0.000418 , 0.361294
13 , 0.001096 , 0.000437 , 0.312188
14 , 0.001103 , 0.000502 , 49.183827
15 , 0.001069 , 0.000480 , 0.948835
16 , 0.001072 , 0.000353 , 0.446502
17 , 0.000900 , 0.000362 , 0.361294
18 , 0.001083 , 0.000339 , 2.308067
19 , 0.000905 , 0.000311 , 0.000000
20 , 0.000877 , 0.000293 , 0.025978
21 , 0.000896 , 0.000325 , 2.308067
22 , 0.000860 , 0.000302 , 2.058798
23 , 0.000746 , 0.000296 , 0.458645
24 , 0.000745 , 0.000310 , 0.458645
25 , 0.000757 , 0.000290 , 0.458645
26 , 0.000729 , 0.000281 , 0.458645
27 , 0.000745 , 0.000284 , 0.458645
28 , 0.000748 , 0.000321 , 0.458645
29 , 0.000858 , 0.000299 , 0.458645
30 , 0.000740 , 0.000273 , 0.458645
31 , 0.000697 , 0.000273 , 0.458645
32 , 0.000692 , 0.000265 , 0.458645
33 , 0.000687 , 0.000273 , 0.812878
34 , 0.000695 , 0.000288 , 0.458645
35 , 0.000707 , 0.000274 , 0.458645
36 , 0.000665 , 0.000257 , 0.458645
37 , 0.000658 , 0.000248 , 0.458645
38 , 0.000668 , 0.000260 , 0.458645
39 , 0.000656 , 0.000250 , 0.458645
40 , 0.000664 , 0.000254 , 0.458645
41 , 0.000664 , 0.000311 , 0.458645
42 , 0.000681 , 0.000250 , 0.812878
43 , 0.000625 , 0.000271 , 0.458645
44 , 0.000629 , 0.000234 , 0.458645
45 , 0.000628 , 0.000270 , 0.458645
46 , 0.000634 , 0.000255 , 0.458645
47 , 0.000630 , 0.000242 , 0.458645
48 , 0.000626 , 0.000248 , 0.458645
49 , 0.000633 , 0.000234 , 0.458645
50 , 0.000636 , 0.000248 , 0.458645
51 , 0.000619 , 0.000234 , 0.458645
52 , 0.000619 , 0.000225 , 0.458645
53 , 0.000619 , 0.000248 , 0.458645
54 , 0.000616 , 0.000234 , 0.458645
55 , 0.000607 , 0.000220 , 0.458645
56 , 0.000605 , 0.000224 , 0.458645
57 , 0.000602 , 0.000232 , 0.458645
58 , 0.000607 , 0.000233 , 0.948835
59 , 0.000570 , 0.000266 , 0.458645
60 , 0.000571 , 0.000203 , 0.458645
61 , 0.000582 , 0.000217 , 0.458645
62 , 0.000571 , 0.000203 , 0.458645
63 , 0.000559 , 0.000222 , 0.458645
64 , 0.000572 , 0.000198 , 0.458645
65 , 0.000578 , 0.000209 , 0.458645
66 , 0.000562 , 0.000204 , 0.458645
67 , 0.000572 , 0.000218 , 0.458645
68 , 0.000561 , 0.000220 , 0.458645
69 , 0.000560 , 0.000204 , 0.458645
70 , 0.000564 , 0.000200 , 0.458645
71 , 0.000569 , 0.000208 , 0.458645
72 , 0.000551 , 0.000198 , 0.458645
73 , 0.000569 , 0.000217 , 0.458645
74 , 0.000549 , 0.000195 , 0.458645
75 , 0.000551 , 0.000202 , 0.458645
76 , 0.000572 , 0.000201 , 0.458645
77 , 0.000557 , 0.000187 , 0.458645
78 , 0.000563 , 0.000229 , 0.458645
79 , 0.000567 , 0.000196 , 0.026154
80 , 0.000590 , 0.000192 , 5.573564
81 , 0.000651 , 0.000206 , 0.065988
82 , 0.000644 , 0.000180 , 0.065988
83 , 0.000633 , 0.000214 , 0.065988
84 , 0.000690 , 0.000213 , 0.065988
85 , 0.000637 , 0.000216 , 0.065988
86 , 0.000729 , 0.000207 , 0.065988
87 , 0.000662 , 0.000229 , 0.065988
88 , 0.000645 , 0.000207 , 0.065988
89 , 0.000646 , 0.000220 , 0.065988
90 , 0.000657 , 0.000221 , 0.065988
91 , 0.000648 , 0.000248 , 0.065988
92 , 0.000645 , 0.000240 , 0.065988
93 , 0.000649 , 0.000221 , 0.065988
94 , 0.000656 , 0.000251 , 0.065988
95 , 0.000651 , 0.000250 , 0.065988
96 , 0.000655 , 0.000230 , 0.065988
97 , 0.000655 , 0.000209 , 0.065988
98 , 0.000651 , 0.000235 , 0.065988
99 , 0.000643 , 0.000207 , 0.065988
Run , LU_TIME, MULT_TIME, MoE
Err , RUN_COUNT
92 , 100
