
Crout Comp
Parallel LU , 1
Parallel MULT , 0
ROW_SIZE, 256
Err , RUN_COUNT
99 , 100
Run , LU_TIME, MULT_TIME, MoE
0 , 0.030697 , 0.068581 , 45.326527
1 , 0.018113 , 0.058061 , 0.000000
2 , 0.017872 , 0.058006 , 0.142598
3 , 0.017897 , 0.058558 , 70.839048
4 , 0.017971 , 0.058139 , 0.304236
5 , 0.017890 , 0.057530 , 84.237686
6 , 0.017832 , 0.057771 , 0.142598
7 , 0.017866 , 0.057820 , 70.839048
8 , 0.017837 , 0.058402 , 0.142598
9 , 0.017805 , 0.058051 , 0.142598
10 , 0.017869 , 0.058390 , 70.839048
11 , 0.017984 , 0.058247 , 0.134693
12 , 0.017929 , 0.057846 , 78.838598
13 , 0.017911 , 0.057624 , 279.751792
14 , 0.017922 , 0.057716 , 103.499737
15 , 0.017887 , 0.057616 , 279.751792
16 , 0.017837 , 0.057622 , 111.434057
17 , 0.017880 , 0.057666 , 279.751792
18 , 0.017782 , 0.057636 , 146.358008
19 , 0.017653 , 0.057608 , 160.686958
20 , 0.017847 , 0.058211 , 75.728022
21 , 0.017824 , 0.057942 , 71.266605
22 , 0.017767 , 0.057842 , 65.329350
23 , 0.017894 , 0.057582 , 159.531744
24 , 0.017855 , 0.057632 , 73.508849
25 , 0.017925 , 0.057613 , 0.050164
26 , 0.017965 , 0.057560 , 0.050164
27 , 0.018012 , 0.058226 , 0.006132
28 , 0.017825 , 0.057911 , 165.156198
29 , 0.017886 , 0.057858 , 0.050164
30 , 0.017809 , 0.058212 , 0.006132
31 , 0.017854 , 0.057939 , 0.050164
32 , 0.017815 , 0.057675 , 0.006132
33 , 0.017877 , 0.057603 , 0.006132
34 , 0.017764 , 0.057653 , 0.006132
35 , 0.017812 , 0.057555 , 0.006132
36 , 0.017893 , 0.057639 , 0.006132
37 , 0.017828 , 0.057643 , 226.385427
38 , 0.017924 , 0.057759 , 2374.251476
39 , 0.017849 , 0.057496 , 2113.814717
40 , 0.017890 , 0.057632 , 2374.251476
41 , 0.017841 , 0.058125 , 2119.155116
42 , 0.017845 , 0.058026 , 507.568872
43 , 0.017771 , 0.057826 , 2374.251476
44 , 0.017845 , 0.058108 , 118.969646
45 , 0.017911 , 0.058452 , 109.968356
46 , 0.017923 , 0.058033 , 70.873080
47 , 0.017787 , 0.057808 , 21.922300
48 , 0.017818 , 0.058189 , 23.360358
49 , 0.017828 , 0.057896 , 101.171525
50 , 0.017955 , 0.057818 , 92.290819
51 , 0.017913 , 0.057579 , 1262.313516
52 , 0.017775 , 0.057624 , 320.637231
53 , 0.017876 , 0.057600 , 1262.313516
54 , 0.017853 , 0.057574 , 197.645419
55 , 0.017848 , 0.057544 , 1262.313516
56 , 0.017830 , 0.058151 , 245.345803
57 , 0.017916 , 0.058031 , 3.126530
58 , 0.017819 , 0.058283 , 245.097726
59 , 0.017716 , 0.058604 , 129.271684
60 , 0.017752 , 0.057804 , 360.867380
61 , 0.017839 , 0.058451 , 1262.424522
62 , 0.017867 , 0.057841 , 1262.424522
63 , 0.017869 , 0.057725 , 1263.160143
64 , 0.017710 , 0.058183 , 0.217957
65 , 0.017939 , 0.058439 , 1263.160143
66 , 0.017802 , 0.057717 , 0.217957
67 , 0.017736 , 0.057804 , 57.338377
68 , 0.017858 , 0.058199 , 0.406259
69 , 0.017810 , 0.058524 , 0.161417
70 , 0.017861 , 0.057996 , 0.217957
71 , 0.017901 , 0.058399 , 50.640278
72 , 0.017290 , 0.058595 , 0.217957
73 , 0.017782 , 0.057724 , 0.217957
74 , 0.017809 , 0.057830 , 0.217957
75 , 0.017865 , 0.057608 , 57.338377
76 , 0.017749 , 0.057569 , 0.217957
77 , 0.017784 , 0.057605 , 0.075889
78 , 0.017876 , 0.057614 , 0.095576
79 , 0.017828 , 0.058179 , 78.414951
80 , 0.017794 , 0.058515 , 0.075889
81 , 0.017874 , 0.058422 , 0.075889
82 , 0.017793 , 0.057934 , 26.043643
83 , 0.017789 , 0.057983 , 0.095576
84 , 0.017885 , 0.058181 , 0.095576
85 , 0.017837 , 0.057985 , 163.758054
86 , 0.017748 , 0.057859 , 95.598190
87 , 0.017808 , 0.058267 , 0.095576
88 , 0.017813 , 0.058549 , 0.284278
89 , 0.018908 , 0.061628 , 0.284278
90 , 0.017804 , 0.057884 , 30.054570
91 , 0.017885 , 0.057958 , 16.459924
92 , 0.017812 , 0.057604 , 109.795772
93 , 0.017810 , 0.057670 , 9.655967
94 , 0.017793 , 0.057585 , 23.748294
95 , 0.017757 , 0.057550 , 109.795772
96 , 0.017762 , 0.057653 , 5.692093
97 , 0.017755 , 0.057636 , 57.220365
98 , 0.017766 , 0.057607 , 109.795772
99 , 0.017770 , 0.057576 , 13.886009
Run , LU_TIME, MULT_TIME, MoE
Err , RUN_COUNT
99 , 100
