
Crout Comp
Parallel LU , 0
Parallel MULT , 1
ROW_SIZE, 1024
Err , RUN_COUNT
97 , 100
Run , LU_TIME, MULT_TIME, MoE
0 , 2.437131 , 1.817392 , 0.000000
1 , 2.447860 , 1.487740 , 0.000000
2 , 2.423688 , 1.415441 , 0.000000
3 , 2.341706 , 1.410300 , 2.227082
4 , 2.425547 , 1.463832 , 0.253823
5 , 2.342074 , 1.403225 , 0.143828
6 , 2.343331 , 1.483883 , 0.236669
7 , 2.353100 , 1.803236 , 12.302185
8 , 2.439090 , 1.481383 , 0.030849
9 , 2.347969 , 1.480672 , 2.043734
10 , 2.342129 , 1.474329 , 0.074829
11 , 2.355069 , 1.480075 , 99.019551
12 , 2.351544 , 1.473460 , 65.587919
13 , 2.351265 , 1.484398 , 43.296149
14 , 2.338451 , 1.752510 , 211.897303
15 , 2.359719 , 1.487352 , 27.045855
16 , 2.338835 , 1.390731 , 65.233443
17 , 2.347240 , 1.488378 , 0.046273
18 , 2.338287 , 1.481584 , 57.997014
19 , 2.348483 , 1.482740 , 0.002097
20 , 2.347870 , 1.466283 , 0.026481
21 , 2.343273 , 1.828658 , 106.024327
22 , 2.348350 , 1.481645 , 0.291819
23 , 2.342759 , 1.486224 , 12.150467
24 , 2.335796 , 1.413117 , 7.674827
25 , 2.339373 , 1.480315 , 0.097634
26 , 2.347962 , 1.486160 , 0.160753
27 , 2.340433 , 1.421931 , 182.067118
28 , 2.351289 , 1.743788 , 28.000284
29 , 2.359569 , 1.478566 , 169.000735
30 , 2.347804 , 1.404411 , 70.491903
31 , 2.345091 , 1.424694 , 1029.095454
32 , 2.340409 , 1.479137 , 51.859212
33 , 2.346230 , 1.397559 , 178.623219
34 , 2.346199 , 1.406273 , 1447.532694
35 , 2.346341 , 1.817874 , 120.450322
36 , 2.360781 , 1.482704 , 0.105269
37 , 2.335592 , 1.405710 , 62.218988
38 , 2.337000 , 1.466853 , 668.777605
39 , 2.340370 , 1.406607 , 14.989945
40 , 2.338892 , 1.404650 , 14.939444
41 , 2.347076 , 1.486049 , 0.370847
42 , 2.345683 , 1.834769 , 2741.470844
43 , 2.352335 , 1.399062 , 110.672400
44 , 2.339737 , 1.413819 , 0.125697
45 , 2.348780 , 1.414600 , 0.237150
46 , 2.340333 , 1.442012 , 44.500516
47 , 2.348947 , 1.487252 , 143.909956
48 , 2.350492 , 1.394832 , 157.610706
49 , 2.342949 , 1.805522 , 115.116287
50 , 2.348095 , 1.463293 , 5478.318078
51 , 2.350369 , 1.480856 , 352.212034
52 , 2.338052 , 1.456542 , 177.342522
53 , 2.342303 , 1.462150 , 94.523949
54 , 2.338914 , 1.481596 , 0.151083
55 , 2.361078 , 1.405050 , 0.178118
56 , 2.359610 , 1.838094 , 58.015391
57 , 2.345788 , 1.486769 , 559.613643
58 , 2.350328 , 1.484279 , 0.001098
59 , 2.345620 , 1.400458 , 0.053932
60 , 2.345546 , 1.477869 , 5.890690
61 , 2.336967 , 1.394787 , 0.317176
62 , 2.351885 , 1.482330 , 13.948266
63 , 2.355155 , 1.821520 , 361.835263
64 , 2.350884 , 1.488860 , 282.228309
65 , 2.332359 , 1.403579 , 128.626137
66 , 2.337926 , 1.482075 , 18.732545
67 , 2.360695 , 1.481267 , 54.077031
68 , 2.355128 , 1.399735 , 3840.012632
69 , 2.349045 , 1.481538 , 200.508502
70 , 2.354491 , 1.804043 , 141270.724664
71 , 2.359081 , 1.480624 , 13.625381
72 , 2.368615 , 1.400428 , 59.050269
73 , 2.371960 , 1.405627 , 79.738385
74 , 2.336976 , 1.485629 , 51.784457
75 , 2.346768 , 1.394539 , 0.132654
76 , 2.351640 , 1.400699 , 125.055791
77 , 2.345972 , 1.833864 , 0.036850
78 , 2.360767 , 1.471007 , 256.776287
79 , 2.364015 , 1.463559 , 240.661797
80 , 2.356131 , 6.857451 , 0.399907
81 , 2.336114 , 1.487363 , 42.549694
82 , 2.341496 , 1.484562 , 50.052428
83 , 2.356591 , 1.448095 , 0.060969
84 , 2.346269 , 1.442447 , 0.132581
85 , 2.345008 , 1.397591 , 11.431804
86 , 1.567197 , 0.966439 , 4.466690
87 , 1.331683 , 0.970272 , 15.922531
88 , 1.327579 , 0.970094 , 262.258504
89 , 1.325812 , 0.937871 , 37.221132
90 , 1.322871 , 0.934093 , 0.330213
91 , 1.335836 , 0.931297 , 458.063898
92 , 1.330983 , 0.970604 , 0.212982
93 , 1.346631 , 0.965064 , 0.241674
94 , 1.345397 , 0.968562 , 8.943123
95 , 1.344243 , 0.934531 , 2.103863
96 , 1.350590 , 0.963400 , 2494.518862
97 , 1.342038 , 0.956144 , 0.209210
98 , 1.342713 , 0.955022 , 2465.894767
99 , 1.348895 , 0.963571 , 0.093053
Run , LU_TIME, MULT_TIME, MoE
Err , RUN_COUNT
97 , 100
