
Crout Comp
Parallel LU , 1
Parallel MULT , 1
ROW_SIZE, 64
Err , RUN_COUNT
96 , 100
Run , LU_TIME, MULT_TIME, MoE
0 , 0.003570 , 0.002034 , 7.625491
1 , 0.003739 , 0.001165 , 0.581429
2 , 0.003605 , 0.001371 , 0.000000
3 , 0.003770 , 0.001165 , 0.000000
4 , 0.003212 , 0.001257 , 0.000000
5 , 0.002858 , 0.001070 , 13.381668
6 , 0.002825 , 0.000987 , 0.310676
7 , 0.002351 , 0.000953 , 0.000000
8 , 0.002188 , 0.000849 , 10.898187
9 , 0.001884 , 0.000704 , 22.891159
10 , 0.001667 , 0.000715 , 4.171197
11 , 0.001667 , 0.000682 , 0.375287
12 , 0.001739 , 0.000624 , 0.375287
13 , 0.001520 , 0.000672 , 0.375287
14 , 0.001578 , 0.000632 , 0.375287
15 , 0.001522 , 0.000665 , 0.375287
16 , 0.001477 , 0.000572 , 0.375287
17 , 0.001458 , 0.000605 , 0.375287
18 , 0.001413 , 0.000580 , 0.375287
19 , 0.001402 , 0.000577 , 0.375287
20 , 0.001395 , 0.000563 , 0.375287
21 , 0.001421 , 0.000567 , 0.375287
22 , 0.001352 , 0.000540 , 0.375287
23 , 0.001324 , 0.000549 , 0.375287
24 , 0.001349 , 0.000538 , 0.375287
25 , 0.001298 , 0.000523 , 0.375287
26 , 0.001317 , 0.000542 , 0.375287
27 , 0.001321 , 0.000519 , 0.375287
28 , 0.001268 , 0.000498 , 0.375287
29 , 0.001264 , 0.000525 , 0.375287
30 , 0.001231 , 0.000496 , 0.581429
31 , 0.001249 , 0.000496 , 0.375287
32 , 0.001233 , 0.000495 , 0.375287
33 , 0.001205 , 0.000488 , 0.375287
34 , 0.001226 , 0.000487 , 0.375287
35 , 0.001443 , 0.000505 , 0.375287
36 , 0.001427 , 0.000493 , 0.375287
37 , 0.001460 , 0.000506 , 0.375287
38 , 0.001489 , 0.000500 , 0.375287
39 , 0.001441 , 0.000495 , 0.375287
40 , 0.001421 , 0.000488 , 0.375287
41 , 0.001420 , 0.000496 , 0.375287
42 , 0.001451 , 0.000495 , 0.375287
43 , 0.001441 , 0.000501 , 0.375287
44 , 0.001438 , 0.000493 , 0.375287
45 , 0.001433 , 0.000497 , 0.375287
46 , 0.001490 , 0.000491 , 0.375287
47 , 0.001467 , 0.000495 , 0.375287
48 , 0.001485 , 0.000508 , 0.375287
49 , 0.001490 , 0.000505 , 0.581429
50 , 0.001440 , 0.000490 , 0.375287
51 , 0.001434 , 0.000497 , 0.375287
52 , 0.001454 , 0.000496 , 0.375287
53 , 0.001445 , 0.000502 , 0.375287
54 , 0.001444 , 0.000487 , 0.375287
55 , 0.001428 , 0.000493 , 0.375287
56 , 0.001450 , 0.000496 , 0.375287
57 , 0.001480 , 0.000489 , 0.375287
58 , 0.001451 , 0.000492 , 0.375287
59 , 0.001454 , 0.000488 , 0.375287
60 , 0.001438 , 0.000490 , 0.375287
61 , 0.001453 , 0.000488 , 0.375287
62 , 0.001434 , 0.000496 , 0.375287
63 , 0.001450 , 0.000495 , 0.375287
64 , 0.001452 , 0.000496 , 0.375287
65 , 0.001418 , 0.000499 , 0.375287
66 , 0.001442 , 0.000500 , 0.375287
67 , 0.001449 , 0.000497 , 0.375287
68 , 0.001440 , 0.000500 , 0.375287
69 , 0.001422 , 0.000494 , 0.375287
70 , 0.001439 , 0.000497 , 0.375287
71 , 0.001440 , 0.000489 , 0.375287
72 , 0.001441 , 0.000496 , 0.375287
73 , 0.001480 , 0.000502 , 0.375287
74 , 0.001442 , 0.000501 , 0.375287
75 , 0.001422 , 0.000500 , 0.375287
76 , 0.001411 , 0.000499 , 0.375287
77 , 0.001414 , 0.000493 , 0.375287
78 , 0.001450 , 0.000498 , 0.375287
79 , 0.001436 , 0.000497 , 0.375287
80 , 0.001424 , 0.000503 , 0.375287
81 , 0.001430 , 0.000491 , 0.375287
82 , 0.001437 , 0.000489 , 0.375287
83 , 0.001445 , 0.000494 , 0.581429
84 , 0.001425 , 0.000497 , 0.375287
85 , 0.001445 , 0.000499 , 0.375287
86 , 0.001441 , 0.000506 , 0.375287
87 , 0.001421 , 0.000505 , 0.375287
88 , 0.001444 , 0.000491 , 0.375287
89 , 0.001429 , 0.000491 , 0.375287
90 , 0.001436 , 0.000491 , 0.375287
91 , 0.001414 , 0.000491 , 0.375287
92 , 0.001463 , 0.000485 , 0.375287
93 , 0.001465 , 0.000511 , 0.375287
94 , 0.001423 , 0.000504 , 0.375287
95 , 0.001430 , 0.000501 , 0.375287
96 , 0.001454 , 0.000485 , 0.581429
97 , 0.001463 , 0.000490 , 0.375287
98 , 0.001458 , 0.000489 , 0.375287
99 , 0.001444 , 0.000498 , 0.375287
Run , LU_TIME, MULT_TIME, MoE
Err , RUN_COUNT
96 , 100
